0	0	0	122797	1286893	0	60576	13219	174784	1681362	8719	191820	15236	8493	22654	176515	103515	10080	1554698	65826	86000	24849	10338	15598	8298	87106	88000	1150160
29714	0	114536	26047	532448	0	24635	27325	53482	52160	21209	199326	22224	10027	17833	3294	21440	3150	0	41755	121000	641	152422	0	92139	26000	47000	287734
88264	0	0	101682	1708549	0	34653	6963	76212	180875	67289	211189	14147	14605	12610	10699	393854	2320	227532	304792	204000	5510	7266	26760	343457	55000	126000	620254
53743	0	20902	0	1656946	0	23471	8202	33939	75717	12399	48867	1298	11888	45644	18229	10357	2260	195241	53859	72000	5478	0	0	4138	183420	1214000	322354
783861	39152	361508	1381763	0	47560	172343	61876	602983	1803689	333229	846371	32393	94904	121273	332036	628389	17388	3094892	2329530	910000	45714	33949	90585	170796	483415	1015000	2196093
3140	0	0	3853	0	0	4000	8500	0	5069	1866	16217	684	95076	51326	2305	1499	110	0	8802	11000	1784	0	0	0	2042064	149000	48015
41566	0	316345	31233	816946	0	0	2616	150476	268249	1585	138216	948	15241	60411	12700	9665	3411	83721	98354	83000	7629	0	0	16694	24000	455000	2015345
204117	190945	338691	205967	1907569	0	44949	0	60369	742341	11124	433105	352695	22758	29503	20339	54575	3980	542730	386996	251000	11632	179289	39250	83498	163383	1481000	1738236
1111315	0	187004	768096	9972999	49948	1184788	23491	0	4191678	51969	1418117	12286	61839	46967	134767	55725	19293	1768104	486935	329000	465974	77734	31479	92652	693994	505000	11074445
3418888	0	275138	479644	5222570	28987	478770	37349	1608141	0	138708	1251783	17985	63006	21733	375748	141166	15644	2265138	365121	363000	187636	25475	50505	70775	256594	66000	7303779
99363	0	816292	88874	1962039	0	48348	0	47739	262604	0	573107	0	0	12497	9141	192316	2219	141018	985410	0	0	0	1448964	510214	67345	0	347357
773175	29111	603604	584845	10471824	41084	254314	76389	997727	2986097	299429	0	33481	59323	51642	116310	148156	98992	919520	1931613	448000	61493	186756	170386	251002	261034	579000	2664095
21164	0	0	11568	0	0	20000	29041	11091	35733	0	0	0	1048	16222	1391	3643	2783	46904	25782	16000	0	0	0	12480	24000	74000	640961
4754	0	0	17879	0	111251	6000	0	0	18861	0	0	1564	0	228468	784	448	204	0	3025	24000	550	0	0	0	73723	143000	123080
14199	0	0	10760	0	37050	5000	0	49690	12774	741	0	1668	155856	0	837	1132	58	0	8133	308000	1913	0	0	0	49000	24000	174508
136669	0	0	6687	0	0	6000	0	7396	118954	2789	27947	1053	3086	0	0	14222	625	160467	14542	4600	12108	0	0	0	12000	14000	77702
68978	0	175087	90424	1199237	0	22885	11055	69239	136824	104123	211330	11625	8885	4540	7896	0	2976	117194	335283	58000	17066	126290	27201	108967	73884	121000	316279
38345	0	0	21822	0	0	35717	2970	29370	110183	15331	100671	8734	3074	6994	5259	18826	0	59544	30589	19000	0	0	0	16647	18000	46000	504516
843064	0	94538	121793	5294242	24110	84022	1721	237192	490659	27293	456336	9403	32559	14699	75860	64010	7673	0	152972	129000	18353	5205	22419	45783	112885	220000	1788058
326754	0	590481	322148	11812136	0	58951	6164	66337	430648	248488	685958	11706	43375	24941	60618	587578	4403	1010393	0	146000	6452	68137	203070	167864	81254	224000	529193
67849	0	83943	155116	2339863	0	64970	7005	62972	256264	27319	110582	9185	47700	149079	8547	71202	3157	110308	92116	0	4913	0	0	121172	68277	278000	1556792
216781	0	0	105465	1118701	0	325731	6435	1137421	1174200	3218	223525	2379	8099	2332	80831	7772	1594	423374	59975	12400	0	3313	0	8396	73359	103000	2011316
29965	0	0	15758	0	0	5000	15395	200942	89767	14539	148619	31154	5561	2264	4930	324281	1204	0	82082	43000	2598	0	0	20832	10000	21000	231536
33924	0	41294	25771	0	0	7000	1659	0	28986	200541	106602	819	2818	6418	2355	11544	2262	0	232927	42000	3247	7832	0	12480	13000	10000	51819
5016	0	1018876	3349	0	0	3000	2472	0	30548	23966	12106	4340	3062	10877	4379	339528	42	0	126128	103000	1118	0	0	0	6000	14000	103358
25017	0	0	154839	0	201534	9000	1949	44221	62570	2665	46337	951	27717	18134	6020	7384	486	0	14388	51000	1776	0	0	8276	0	1396000	149472
58239	0	0	1275415	828481	126040	28049	5146	83499	161154	14996	91789	3798	86209	41397	16227	34239	4821	141891	88003	88000	5212	2339	0	16730	1824643	0	267176
432880	0	271879	428650	4088788	46696	2066214	43971	901554	1762433	67140	801698	308599	92177	229036	92100	114640	81448	984365	343659	492000	92591	7364	28393	133479	316173	874000	0